"","itemname","itemnumber","participant","receipt","category","amount","itemPrice","rabat","purchdate","purchtime","weekno","monthno","yearno","MerchantName","DateOfBirth","Gender","ContactMe"
"886","kokosmaelk 8%","5712871891414","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"887","bonduelle majs 3-pak","3083681127621","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"888","oeko. spinat","8011185003276","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"889","calgon 2in1","5701092109804","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"890","groenne asparges","8437009177020","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"891","peberbolcher","5701049253741","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"892","colg.max fr.","8714789844701","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"893","iceberg","5710405299200","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"894","bonduelle majs 3-pak","5710405093372","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"895","samelle toiletpapir","5712873771943","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"896","oeko spidskaal","5701243993733","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"897","paagen limpan","5710405068813","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"898","glutenfri kammerjunk","5712580859729","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"899","ab marc.broed whisky","5774540935805","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"900","karse, lille bk","5701675093414","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"901","kyl. brystfilet","5760725231497","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"902","oeko. danbo 45+","5707673102028","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"903","himleaan haandklae 50x1","50442944","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"904","phalaenopsis p12","5712870664019","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"905","jps red ks","4030600295441","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"906","fl.karam.stg","57417134","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"907","bacon tern 200g","5712872756811","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"908","arla kaernemaelk 1kg","5700426101613","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"909","aebler i pose","4000007011005","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"910","aebleskiver","5705830601667","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"911","grovhak leverpostej","5704000465825","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"912","one energy drink","5710326000688","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"913","agurker","5708567083546","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"914","wok mix","5712871053287","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"915","dragon welsh cheddar","5017243097181","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"916","blomkaalsbland.","5705830601841","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"917","skiunderbukser","5714211150496","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"918","haarpynt","5712455037443","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"919","varmroeg. oerred","5709505503089","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"920","pant","8880173","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"921","egelykke skummet 1l","5760466821599","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"922","rs mandel/orange moer","4000417212009","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"923","budget mornay sauce","5710405743482","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"924","chokoladekranse","5712580040547","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"925","fugleaeg nougat","4023800304594","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"926","levevis tun i vand","5712871233078","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"927","havregryn oeko.","5705830008855","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"928","harvest best mango","5712871317198","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"929","tallerken 23 cm","5703538402487","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"930","cheasy skovb","5700426205373","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"931","nivea m showergel ac","4005900387028","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"932","egelykke sku","5760466821599","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"933","guler.rugbroed","98137","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"934","lille poelsehorn","98930","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"935","blaabaer","4000007021332","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"936","oeko. iceberg","5701243990954","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"937","stegt kyllingebryst","5712875648717","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"938","banderos tortilla ch","7611612700047","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"939","coleslaw","5705830602190","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"940","cocio dark 60 cl","5730800723247","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"941","green choice peanutb","5701038033224","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"942","udl. agurk","8717775590385","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"943","avocado, loese","5711044386443","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"944","oeko kartofler 1 kg","5712872043126","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"945","braemhults orange/str","7313619000105","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"946","edderkopper","5704293140379","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"947","lasagnette","5710405093563","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"948","appelsiner","5711044723149","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"949","oeko.danske aerter","5705830606242","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"950","oeko guleroedder","5712870272580","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"951","fiskefilet stegt, ko","206562","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"952","muusli rugbroedsknas","5701029009511","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"953","hyldeblomstdrik","5705830009333","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"954","kartoffelrugbroed","5701246021983","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"955","mandel ispinde","5706911013355","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"956","oego aeg 10 m/l","5701607586991","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"957","salami hapser","5707196244069","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"958","thisted julefred oeko","5707402001745","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"959","rema 1000 kompak","5705830354754","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"960","dk oeko agurk","5712871140949","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"961","loegismose cookies","5710328001898","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"962","oeko bananer, loese","5712873336944","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"963","harboe iste 1stk","5701598027824","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"964","kartofler 800 g","5712870904276","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"965","milky way","5000159508230","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"966","kart nye storoehage i","5709923001303","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"967","mandler 140 g","5708187176222","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"968","f p piskefloede0,5 l","7311041073353","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"969","dan cake premium droe","5709152018462","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"970","riberhus skiveost ml","5760466985390","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"971","oeko loeg 750g","5701243994556","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"972","haribo goldbears","5701090067236","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"973","rullepoelse","5712580570501","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"974","halls org.","5704592013152","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"975","fladbroed 340g","5712875439957","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"976","mammen havarti 55+","5703985055670","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"977","galia melon","463","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"978","dumle karamel","6411404035187","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"979","dumle karameller","6411404035187","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"980","smoercroissanter","5705830606891","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"981","colgate tandpasta","8718951047396","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"982","karrysild","5709345005576","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"983","cheasy skyr paere/van","5711953004551","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"984","sanex showergel","8714789898605","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"985","oego mayonnaise oeko","5712871236710","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"986","purloeg rosborg","5706401000605","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"987","chili sauce","87666052802","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"988","coca-cola zero citro","57089577","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"989","oeko guleroedder","5712870272580","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"990","katjes salte fisk","4037400715643","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"991","trio hummus","5902973784589","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"992","letmaelk","5711953075575","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"993","after eight","5710405059729","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"994","lakrids pinde","123137","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"995","oeko squash","5712872438489","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"996","oeko.danske aerter","5705830606242","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"997","romaine mini","5710405073732","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"998","flaskepant","293005","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"999","cocio one 330ml","10010684","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1000","sandal","5712873160747","participant_2",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1001","pant","8880172","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1002","classic caesar salad","8718477030704","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1003","oeko-banan","5712872611141","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1004","kids boxer","5712873360468","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1005","skinkestriml","5900244000857","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1006","kims saltede peanuts","5701979978011","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1007","rodmix 1,5 kg","5711044198411","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1008","smaa fiskefrikadeller","5709345006436","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1009","dove shower","8711700927536","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1010","appelsinjuice","5705830000064","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1011","gummi ringmaatte 40x6","11359027506","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1012","hakkede tomater","7032060010074","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1013","budget paprika","5712871880067","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1014","oeko-druer groen balan","5701410398835","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1015","linicin plus shampoo","743273","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1016","cult energy hamp","5741000166758","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1017","oeko bananer, loese","5712873336944","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1018","tomat snack i sp","5701410404048","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1019","skrabeaeg 10 m/l","5701607587011","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1020","holly 50 g","57402819","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1021","karen volf biscuit &","5709364674944","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1022","minimaelk","5760466994606","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1023","laktosefri minimaelk","5701852259626","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1024","rabat - xlash pro eyelash serum 6 ml","","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1025","remoulade","5707298000907","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1026","malaco familie guf","7310350117123","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1027","bagerens rugb.","5701246016743","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1028","porchetta","5705830605047","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1029","oeko. banan","5701331900100","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1030","crème brûlée 2x100g.","5712872443964","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1031","kylling bacon salat","5704000496744","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1032","oeko-mark svampe 200","5701243012793","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1033","3 stk. haandmadder ","29973606","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1034","id haarvoks extreme titanium","1201032","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1035","nohrlund oeko purp.br","5713508007024","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1036","svinemoerbrad","201400","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1037","ah ketchup","5701180415572","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1038","mysli- / rugbroedsstk","5712870829951","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1039","broccoli","5712870885155","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1040","ph. she2000 htlf.","6923410712353","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1041","gammeldags julebolle","125016","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1042","zapp rubber mini fyr","5701161712089","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1043","kokosmaelk 8% asian","5712871891414","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1044","rosiner","41143027929","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1045","jacobsen yakima","5740700982149","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1046","swizzels love hearts rulle 33's 51g","10002651","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1047","loegismose hummus","5701924365217","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1048","go ahead skovbaer","5712873521654","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1049","1 kg. loeg","5701860410002","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1050","suppehoene 2400 gram","5706911010880","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1051","peters grillsteg","5705333027520","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1052","levevis paalaegschoko","5701049162890","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1053","oeko loegismose let 1l","5710328002239","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1054","?ko arla a38 mini","5760466870306","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1055","bacon 5x125","5712580553948","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1056","halloween","5712580116686","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1057","pant b, 1 stk","7024","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1058","non woven baerepose dk stor","10025121","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1059","julemedister meny","5701410370138","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1060","ribben","202970","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1061","cafelatteske","5710405578695","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1062","egelykke letmaelk 1l","5760466820691","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1063","thai boks","5706911004124","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1064","deli hakkeboef","5712580980737","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1065","oeko-bananer","5701410404093","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1066","schwartsbrot","5701012824183","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1067","oeko roed peber","5706779028539","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1068","gifflar vanilje","7311070347289","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1069","oeko snack peber","8437012304178","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1070","pilkaan blbatteri m b","50400326","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1071","sommerblomst","8717191025515","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1072","tunsalat","5710405310561","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1073","pant","8880173","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1074","pak choi","5701410408589","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1075","udl. agurk","8717775590385","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1076","marabou pl.","7622210208101","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1077","blyfri 95 e10","2","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1078","rema 1000 bacon","5705830070401","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1079","kat paté okse","5701012651338","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1080","mejerigaard oeko vanil","5766632529603","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1081","skovlyst ipa alk.fri","5704503450007","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1082","lurpak smoerbar","5740900403376","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1083","rugbroedsboller","5701246106727","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1084","egelykke piskefl. ½l","5701012960041","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1085","oeko rugmel","5710328003267","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"1086","oeko loeg 750g","5701243994556","participant_3",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
